basevariante,aliment,variante,tva,famille,allergenes
Pâtes sans gluten à base de lentilles corail,Pâtes sans gluten,à base de lentilles corail,-,Epicerie,
Pâtes sans gluten à base de riz et maïs,Pâtes sans gluten,à base de riz et maïs,-,Epicerie,
Pâtes sèches au blé complet,Pâtes sèches,au blé complet,-,Epicerie,
Pâtes sèches aux oeufs,Pâtes sèches,aux oeufs,-,Epicerie,
Pâtes sèches sans gluten,Pâtes sèches,sans gluten,-,Epicerie,
Pâtes sèches standard,Pâtes sèches,standard,-,Epicerie,
Paupiette de volaille,Paupiette,de volaille,-,Epicerie,
Paupiette,Paupiette,,-,Epicerie,
Paupiette de saumon,Paupiette,de saumon,-,Epicerie,
Paupiette de lapin,Paupiette,de lapin,-,Epicerie,
Paupiette de veau,Paupiette,de veau,-,Epicerie,
Paupiette de boeuf,Paupiette,de boeuf,-,Epicerie,
Paupiette de dinde,Paupiette,de dinde,-,Epicerie,
Pavot en grain,Pavot,en grain,-,Epicerie,
Pêche melba,Pêche,melba,-,Epicerie,
Pêche oreillon,Pêche,oreillon,-,Epicerie,
Pêche,Pêche,,-,Epicerie,
Pêche blanche,Pêche,blanche,-,Epicerie,
Pêche plate,Pêche,plate,-,Epicerie,
Pêche jaune,Pêche,jaune,-,Epicerie,
Pêche sèche,Pêche,sèche,-,Epicerie,
Pêche au sirop,Pêche au sirop,,-,Epicerie,
Pêche au sirop léger,Pêche au sirop,léger,-,Epicerie,
Pecorino,Pecorino,,-,BOF,
Pecten d'Amérique noix,Pecten d'Amérique,noix,-,Viandes_Poissons,
Peigne du canada noix,Peigne du canada,noix,-,Viandes_Poissons,
Pélardon,Pélardon,,-,BOF,
Penne Rigate sans gluten,Penne Rigate,sans gluten,-,Epicerie,
Penne Rigate,Penne Rigate,,-,Epicerie,
Perche du nil,Perche,du nil,-,Viandes_Poissons,
Perche,Perche,,-,Viandes_Poissons,
Perche,Perche,,-,Viandes_Poissons,
Perles du Japon,Perles du Japon,,-,Fruits_et_légumes,
Persil séché,Persil,séché,-,Epicerie,
Persil haché,Persil,haché,-,Epicerie,
Persil,Persil,,-,Epicerie,
Pesto,Pesto,,-,Epicerie,
Pesto de sauge,Pesto,de sauge,-,Epicerie,
Pétales de blé au chocolats,Pétales de blé,au chocolats,-,Epicerie,
Pétales de blé au chocolats enrichis en vitamines et minéraux,Pétales de blé,au chocolats enrichis en vitamines et minéraux,-,Epicerie,
Pétales de blé avec noix noisettes ou amandes enrichis en vitamines et minéraux,Pétales de blé,avec noix noisettes ou amandes enrichis en vitamines et minéraux,-,Epicerie,
Pétales de maïs,Pétales de maïs,,-,Epicerie,
Pétales de maïs glacés au sucre,Pétales de maïs,glacés au sucre,-,Epicerie,
Pétales de maïs natures,Pétales de maïs,natures,-,Epicerie,
Pétillant de fruits,Pétillant de fruits,,-,Epicerie,
petit ecolier,petit ecolier,,-,Epicerie,
petit écolier,petit écolier,,-,Epicerie,
Petit pain sans gluten,Petit pain,sans gluten,-,Epicerie,
Petit pois très fin,Petit pois,très fin,-,Epicerie,
Petit pois,Petit pois,,-,Epicerie,
Petit pot fruit avec banane pour bébé,Petit pot fruit,avec banane pour bébé,-,Epicerie,
Petit pot fruit sans banane pour bébé,Petit pot fruit,sans banane pour bébé,-,Epicerie,
Petit pot légumes avec féculent dès 4/6 mois,Petit pot légumes,avec féculent dès 4/6 mois,-,Epicerie,
Petit pot légumes dès 4-6 mois,Petit pot légumes,dès 4-6 mois,-,Epicerie,
Petit pot parfum assorti,Petit pot parfum assorti,,-,Epicerie,
Petit salé cuit,Petit salé,cuit,-,Epicerie,
Petit salé,Petit salé,,-,Epicerie,
Petit suisse 20% mg,Petit suisse,20% mg,-,BOF,
Petit suisse 40% mg,Petit suisse,40% mg,-,BOF,
Petit suisse,Petit suisse,,-,BOF,
Petit suisse 0% mg,Petit suisse,0% mg,-,BOF,
Petit suisse 4% mg,Petit suisse,4% mg,-,BOF,
Petit suisse aromatisé,Petit suisse,aromatisé,-,BOF,
Petit suisse aromatisé au chocolat,Petit suisse,aromatisé au chocolat,-,BOF,
Petit suisse 10% mg,Petit suisse,10% mg,-,BOF,
Petit suisse aux fruits,Petit suisse,aux fruits,-,BOF,
Petits pois,Petits pois,,-,Fruits_et_légumes,
Petits pois,Petits pois,,-,Fruits_et_légumes,
Petits pois,Petits pois,,-,Fruits_et_légumes,
Petits pois et carottes,Petits pois et carottes,,-,Fruits_et_légumes,
Petits pois et carottes,Petits pois et carottes,,-,Fruits_et_légumes,
Pétoncle noix,Pétoncle,noix,-,Viandes_Poissons,
Picodon,Picodon,,-,BOF,
Pied de porc demi-sel,Pied de porc,demi-sel,-,Viandes_Poissons,
Pigeon,Pigeon,,-,Viandes_Poissons,
Pignon de pin,Pignon de pin,,-,Epicerie,
Pilchard sauce tomate,Pilchard,sauce tomate,-,Viandes_Poissons,
Piment extra fin moulu,Piment,extra fin moulu,-,Fruits_et_légumes,
Piment,Piment,,-,Fruits_et_légumes,
Piment de Cayenne,Piment de Cayenne,,-,Epicerie,
Pintade aiguillette,Pintade,aiguillette,-,Viandes_Poissons,
Pintade suprême,Pintade,suprême,-,Viandes_Poissons,
Pintade cuisse,Pintade,cuisse,-,Viandes_Poissons,
Pintade poitrine,Pintade,poitrine,-,Viandes_Poissons,
Pintade suprême farci cranberries,Pintade,suprême farci cranberries,-,Viandes_Poissons,
Pintade,Pintade,,-,Viandes_Poissons,
Piperade basquaise,Piperade basquaise,,-,Epicerie,
Pissaladière,Pissaladière,,-,Epicerie,
Pissenlit,Pissenlit,,-,Fruits_et_légumes,
Pistache émondée,Pistache,émondée,-,Epicerie,
Pistache extrait,Pistache,extrait,-,Epicerie,
Pistache grillée,Pistache,grillée,-,Epicerie,
Pistache grillée salée,Pistache,grillée salée,-,Epicerie,
Pizza 4 fromages,Pizza,4 fromages,-,Epicerie,
Pizza royale,Pizza,royale,-,Epicerie,
Pizza 4 saisons,Pizza,4 saisons,-,Epicerie,
Pizza à la viande type bolognaise,Pizza,à la viande type bolognaise,-,Epicerie,
Pizza au chèvre et lardons,Pizza,au chèvre et lardons,-,Epicerie,
Pizza au chorizo,Pizza,au chorizo,-,Epicerie,
Pizza au fromage,Pizza,au fromage,-,Epicerie,
Pizza au poulet,Pizza,au poulet,-,Epicerie,
Pizza au saumon,Pizza,au saumon,-,Epicerie,
Pizza au thon,Pizza,au thon,-,Epicerie,
Pizza aux fruits de mer,Pizza,aux fruits de mer,-,Epicerie,
Pizza aux lardons,Pizza,aux lardons,-,Epicerie,
Pizza champignons fromage,Pizza,champignons fromage,-,Epicerie,
Pizza jambon cru,Pizza,jambon cru,-,Epicerie,
Pizza jambon fromage,Pizza,jambon fromage,-,Epicerie,
Pizza kebab,Pizza,kebab,-,Epicerie,
Pizza raclette,Pizza,raclette,-,Epicerie,
Pizza reine,Pizza,reine,-,Epicerie,
Pizza,Pizza,,-,Epicerie,
Plat légumes infantiles avec féculent dès 6-8 mois,Plat légumes infantiles,avec féculent dès 6-8 mois,-,Epicerie,
Plat légumes infantiles avec féculent et lait/crème dès 12 mois,Plat légumes infantiles,avec féculent et lait/crème dès 12 mois,-,Epicerie,
Plat légumes infantiles avec féculent et lait/crème dès 18 mois,Plat légumes infantiles,avec féculent et lait/crème dès 18 mois,-,Epicerie,
Plat légumes infantiles avec féculent et lait/crème dès 6-8 mois,Plat légumes infantiles,avec féculent et lait/crème dès 6-8 mois,-,Epicerie,
Plat légumes infantiles avec féculent et lait/crème dès 8-12 mois,Plat légumes infantiles,avec féculent et lait/crème dès 8-12 mois,-,Epicerie,
Plat légumes infantiles avec féculent et viande/poisson dès 12 mois,Plat légumes infantiles,avec féculent et viande/poisson dès 12 mois,-,Epicerie,
Plat légumes infantiles avec féculent et viande/poisson dès 18 mois,Plat légumes infantiles,avec féculent et viande/poisson dès 18 mois,-,Epicerie,
Plat légumes infantiles avec féculent et viande/poisson dès 6-8 mois,Plat légumes infantiles,avec féculent et viande/poisson dès 6-8 mois,-,Epicerie,
Plat légumes infantiles avec féculent et viande/poisson dès 8-12 mois,Plat légumes infantiles,avec féculent et viande/poisson dès 8-12 mois,-,Epicerie,
Plateau de fromage,Plateau de fromage,,-,BOF,
Plie,Plie,,-,Viandes_Poissons,
Poêlée ardechoise,Poêlée,ardechoise,-,Epicerie,
Poêlée de cèpes,Poêlée,de cèpes,-,Epicerie,
Poêlée 3 céréales et légumes,Poêlée,3 céréales et légumes,-,Epicerie,
Poêlée lyonnaise,Poêlée,lyonnaise,-,Epicerie,
Poêlée quinoa et légumes,Poêlée,quinoa et légumes,-,Epicerie,
Poêlée villageoise,Poêlée,villageoise,-,Epicerie,
Poêlée méridionale,Poêlée,méridionale,-,Epicerie,
Poêlée de brocolis champignons,Poêlée,de brocolis champignons,-,Epicerie,
Poêlée base légumineuse,Poêlée,base légumineuse,-,Epicerie,
Poêlée aux légumes,Poêlée,aux légumes,-,Epicerie,
Poêlée forestière,Poêlée,forestière,-,Epicerie,
Poêlée camarguaise,Poêlée,camarguaise,-,Epicerie,
Poêlée de légumes à l'asiatiques,Poêlée,de légumes à l'asiatiques,-,Epicerie,
Poêlée de légumes aux champignons,Poêlée,de légumes aux champignons,-,Epicerie,
Poêlée grillée méditerranéenne,Poêlée,grillée méditerranéenne,-,Epicerie,
Poêlée de légumes sans champignon,Poêlée,de légumes sans champignon,-,Epicerie,
Poêlée campagnarde,Poêlée,campagnarde,-,Epicerie,
Poêlée de pommes de terre préfrites lardons,Poêlée,de pommes de terre préfrites lardons,-,Epicerie,
Poêlées de nouilles aux légumes,Poêlées,de nouilles aux légumes,-,Epicerie,
Poire en quartier,Poire,en quartier,-,Fruits_et_légumes,
Poire en cubes,Poire,en cubes,-,Fruits_et_légumes,
Poire en cubes,Poire,en cubes,-,Fruits_et_légumes,
Poire,Poire,,-,Fruits_et_légumes,
Poire,Poire,,-,Fruits_et_légumes,
Poire,Poire,,-,Fruits_et_légumes,
Poire lamelle,Poire,lamelle,-,Fruits_et_légumes,
Poire lamelle,Poire,lamelle,-,Fruits_et_légumes,
Poire williams,Poire,williams,-,Fruits_et_légumes,
Poire conférence,Poire,conférence,-,Fruits_et_légumes,
Poire sorbet,Poire,sorbet,-,Fruits_et_légumes,
Poire au caramel en bande,Poire au caramel,en bande,-,Epicerie,
Poire au sirop léger,Poire au sirop,léger,-,Epicerie,
Poire au sirop,Poire au sirop,,-,Epicerie,
Poire belle helène,Poire belle helène,,-,Epicerie,
Poire belle Hélène,Poire belle Hélène,,-,Epicerie,
Poireau épluché,Poireau,épluché,-,Fruits_et_légumes,
Poireau émincé,Poireau,émincé,-,Fruits_et_légumes,
Poireau émincé,Poireau,émincé,-,Fruits_et_légumes,
Poireau émincé,Poireau,émincé,-,Fruits_et_légumes,
Poireau,Poireau,,-,Fruits_et_légumes,
Poireau,Poireau,,-,Fruits_et_légumes,
Poireau,Poireau,,-,Fruits_et_légumes,
Poireau,Poireau,,-,Fruits_et_légumes,
Poireau coupé,Poireau,coupé,-,Fruits_et_légumes,
Pois cassé,Pois cassé,,-,Epicerie,
Pois chiche,Pois chiche,,-,Epicerie,
Pois chiche,Pois chiche,,-,Epicerie,
Pois d'angole,Pois d'angole,,-,Fruits_et_légumes,
pois gourmands,pois gourmands,,-,Fruits_et_légumes,
Poisson en cubes,Poisson,en cubes,-,Viandes_Poissons,
Poisson blanc à l'estragon,Poisson blanc,à l'estragon,-,Epicerie,
Poisson blanc à la bordelaise,Poisson blanc,à la bordelaise,-,Epicerie,
Poisson blanc,Poisson blanc,,-,Epicerie,
Poisson blanc à la florentine sauce aux épinards,Poisson blanc,à la florentine sauce aux épinards,-,Epicerie,
Poisson blanc à la marinière sauce aux oignons vin blanc moules,Poisson blanc,à la marinière sauce aux oignons vin blanc moules,-,Epicerie,
Poisson blanc à la parisienne sauce aux champignons,Poisson blanc,à la parisienne sauce aux champignons,-,Epicerie,
Poisson blanc à la provençale,Poisson blanc,à la provençale,-,Epicerie,
Poisson blanc à la sauce moutarde,Poisson blanc,à la sauce moutarde,-,Epicerie,
Poisson blanc sauce oseille,Poisson blanc,sauce oseille,-,Epicerie,
Poisson en sauce,Poisson en sauce,,-,Epicerie,
Poisson pané,Poisson pané,,-,Viandes_Poissons,
Poisson pané frit,Poisson pané,frit,-,Viandes_Poissons,
Poisson-chat,Poisson-chat,,-,Viandes_Poissons,
Poisson-Filet,Poisson-Filet,,-,Viandes_Poissons,
Poisson-Pané plein filet,Poisson-Pané,plein filet,-,Viandes_Poissons,
Poisson-Pané cabillaud,Poisson-Pané,cabillaud,-,Viandes_Poissons,
Poitrine de porc fumée,Poitrine de porc,fumée,-,Viandes_Poissons,
Poitrine de porc demi-sel,Poitrine de porc,demi-sel,-,Viandes_Poissons,
Poitrine de porc fumée crue,Poitrine de porc,fumée crue,-,Viandes_Poissons,
Poitrine roulée sèche,Poitrine roulée,sèche,-,Viandes_Poissons,
Poivre blanc,Poivre,blanc,-,Epicerie,
Poivre gris,Poivre,gris,-,Epicerie,
Poivre gris en grains,Poivre,gris en grains,-,Epicerie,
Poivre vert,Poivre,vert,-,Epicerie,
Poivre de Cayenne,Poivre,de Cayenne,-,Epicerie,
Poivre noir,Poivre,noir,-,Epicerie,
Poivron jaune émincé,Poivron,jaune émincé,-,Fruits_et_légumes,
Poivron jaune épluché,Poivron,jaune épluché,-,Fruits_et_légumes,
Poivron rouge émincé,Poivron,rouge émincé,-,Fruits_et_légumes,
Poivron rouge épluché,Poivron,rouge épluché,-,Fruits_et_légumes,
Poivron vert émincé,Poivron,vert émincé,-,Fruits_et_légumes,
Poivron vert épluché,Poivron,vert épluché,-,Fruits_et_légumes,
Poivron vert,Poivron,vert,-,Fruits_et_légumes,
Poivron lanière,Poivron,lanière,-,Fruits_et_légumes,
Poivron jaune,Poivron,jaune,-,Fruits_et_légumes,
Poivron rouge,Poivron,rouge,-,Fruits_et_légumes,
Poivron rouge,Poivron,rouge,-,Fruits_et_légumes,
Poivron,Poivron,,-,Fruits_et_légumes,
Poivron Corne de boeuf,Poivron,Corne de boeuf,-,Fruits_et_légumes,
Polenta de maïs,Polenta de maïs,,-,Epicerie,
Pollen partiellement séché,Pollen,partiellement séché,-,Epicerie,
Pollen,Pollen,,-,Epicerie,
Pomelo rose,Pomelo,rose,-,Fruits_et_légumes,
Pomelo,Pomelo,,-,Fruits_et_légumes,
Pomelo jaune,Pomelo,jaune,-,Fruits_et_légumes,
Pomelo rouge,Pomelo,rouge,-,Fruits_et_légumes,
Pomme en quartier,Pomme,en quartier,-,Fruits_et_légumes,
Pomme en cube saveur pain d'épice,Pomme,en cube saveur pain d'épice,-,Fruits_et_légumes,
Pomme sèche,Pomme,sèche,-,Fruits_et_légumes,
Pomme golden,Pomme,golden,-,Fruits_et_légumes,
Pomme en cubes,Pomme,en cubes,-,Fruits_et_légumes,
Pomme lamelle,Pomme,lamelle,-,Fruits_et_légumes,
Pomme en cubes,Pomme,en cubes,-,Fruits_et_légumes,
Pomme lamelle,Pomme,lamelle,-,Fruits_et_légumes,
Pomme,Pomme,,-,Fruits_et_légumes,
Pomme,Pomme,,-,Fruits_et_légumes,
Pomme bicolore,Pomme,bicolore,-,Fruits_et_légumes,
Pomme,Pomme,,-,Fruits_et_légumes,
Pomme canada,Pomme,canada,-,Fruits_et_légumes,
Pomme chantecler,Pomme,chantecler,-,Fruits_et_légumes,
Pomme gala,Pomme,gala,-,Fruits_et_légumes,
Pomme granny smith,Pomme,granny smith,-,Fruits_et_légumes,
Pomme pink lady,Pomme,pink lady,-,Fruits_et_légumes,
Pomme cannelle,Pomme,cannelle,-,Fruits_et_légumes,
Pomme liane,Pomme,liane,-,Fruits_et_légumes,
Pomme d'eau,Pomme d'eau,,-,Fruits_et_légumes,
Pomme de cajou,Pomme de cajou,,-,Fruits_et_légumes,
Pomme de terre de conservation sans peau,Pomme de terre,de conservation sans peau,-,Fruits_et_légumes,
Pomme de terre épluché,Pomme de terre,épluché,-,Fruits_et_légumes,
Pomme de terre flocons au lait ou à la crème,Pomme de terre,flocons au lait ou à la crème,-,Fruits_et_légumes,
Pomme de terre flocons,Pomme de terre,flocons,-,Fruits_et_légumes,
Pomme de terre nouvelle,Pomme de terre,nouvelle,-,Fruits_et_légumes,
Pomme de terre sans peau,Pomme de terre,sans peau,-,Fruits_et_légumes,
Pomme de terre sautée pré-frite,Pomme de terre,sautée pré-frite,-,Fruits_et_légumes,
Pomme de terre vapeur sous vide,Pomme de terre,vapeur sous vide,-,Fruits_et_légumes,
Pomme de terre dauphine,Pomme de terre,dauphine,-,Fruits_et_légumes,
Pomme de terre vitelotte,Pomme de terre,vitelotte,-,Fruits_et_légumes,
Pomme de terre Grenaille,Pomme de terre,Grenaille,-,Fruits_et_légumes,
Pomme de terre quartier,Pomme de terre,quartier,-,Fruits_et_légumes,
Pomme de terre duchesse,Pomme de terre,duchesse,-,Fruits_et_légumes,
Pomme de terre,Pomme de terre,,-,Fruits_et_légumes,
Pomme de terre,Pomme de terre,,-,Fruits_et_légumes,
Pomme de terre,Pomme de terre,,-,Fruits_et_légumes,
Pomme de terre,Pomme de terre,,-,Fruits_et_légumes,
Pomme de terre noisette,Pomme de terre,noisette,-,Fruits_et_légumes,
Pomme de terre primeur sans peau,Pomme de terre,primeur sans peau,-,Fruits_et_légumes,
Pomme de terre sautée,Pomme de terre,sautée,-,Fruits_et_légumes,
Pomme de terre ronde,Pomme de terre,ronde,-,Fruits_et_légumes,
Pomme de terre lamelle,Pomme de terre,lamelle,-,Fruits_et_légumes,
Pomme de terre lamelle,Pomme de terre,lamelle,-,Fruits_et_légumes,
Pomme de terre lamelle,Pomme de terre,lamelle,-,Fruits_et_légumes,
Pomme de terre en cubes,Pomme de terre,en cubes,-,Fruits_et_légumes,
Pomme de terre en cubes,Pomme de terre,en cubes,-,Fruits_et_légumes,
Pomme de terre en cubes,Pomme de terre,en cubes,-,Fruits_et_légumes,
Pomme de terre rissolées,Pomme de terre,rissolées,-,Fruits_et_légumes,
Pomme de terre samba,Pomme de terre,samba,-,Fruits_et_légumes,
Pomme de terre Bintje,Pomme de terre,Bintje,-,Fruits_et_légumes,
Pomme de terre alumettes,Pomme de terre,alumettes,-,Fruits_et_légumes,
Pomme de terre paillasson,Pomme de terre,paillasson,-,Fruits_et_légumes,
Pommes au four,Pommes,au four,-,BOF,
Pommes frites,Pommes frites,,-,Fruits_et_légumes,
Pont l'Évêque,Pont l'Évêque,,-,BOF,
Pop-corn au caramel,Pop-corn,au caramel,-,Epicerie,
Pop-corn,Pop-corn,,-,Epicerie,
Pop-corn à l'huile salé,Pop-corn,à l'huile salé,-,Epicerie,
Porc maigre 80/20,Porc,maigre 80/20,-,Viandes_Poissons,
Porc noix de joue,Porc,noix de joue,-,Viandes_Poissons,
Porc escalope,Porc,escalope,-,Viandes_Poissons,
Porc poitrine,Porc,poitrine,-,Viandes_Poissons,
Porc travers,Porc,travers,-,Viandes_Poissons,
Porc filet mignon,Porc,filet mignon,-,Viandes_Poissons,
Porc araignée,Porc,araignée,-,Viandes_Poissons,
Porc jambon dés,Porc,jambon dés,-,Viandes_Poissons,
Porc au caramel,Porc,au caramel,-,Viandes_Poissons,
Porc joue sauté,Porc,joue sauté,-,Viandes_Poissons,
Porc épaule émincé,Porc,épaule émincé,-,Viandes_Poissons,
Porc épaule,Porc,épaule,-,Viandes_Poissons,
Porc escalope échine,Porc,escalope échine,-,Viandes_Poissons,
Porc filet émincé,Porc,filet émincé,-,Viandes_Poissons,
Porc rouelle,Porc,rouelle,-,Viandes_Poissons,
Porc rouelle de jambon,Porc,rouelle de jambon,-,Viandes_Poissons,
Porc bardière découennée,Porc,bardière découennée,-,Viandes_Poissons,
Porc jambon grill fumé,Porc,jambon grill fumé,-,Viandes_Poissons,
Porc filet côte,Porc,filet côte,-,Viandes_Poissons,
Porc filet maigre,Porc,filet maigre,-,Viandes_Poissons,
Porc échine,Porc,échine,-,Viandes_Poissons,
Porc,Porc,,-,Viandes_Poissons,
Porc sauté,Porc,sauté,-,Viandes_Poissons,
Porc émincé,Porc,émincé,-,Viandes_Poissons,
Porc carré,Porc,carré,-,Viandes_Poissons,
Porc gorge découennée,Porc,gorge découennée,-,Viandes_Poissons,
Porc jambon sans jarret sans bateau découenné dégraissé désossé,Porc,jambon sans jarret sans bateau découenné dégraissé désossé,-,Viandes_Poissons,
Porc jambonneau arrière découenné dégraisssé désossé,Porc,jambonneau arrière découenné dégraisssé désossé,-,Viandes_Poissons,
Porc jarret,Porc,jarret,-,Viandes_Poissons,
Porc longe,Porc,longe,-,Viandes_Poissons,
Porc maigre 90/10,Porc,maigre 90/10,-,Viandes_Poissons,
Porc côte,Porc,côte,-,Viandes_Poissons,
Porto dénaturé,Porto,dénaturé,-,Epicerie,
Pot-au-feu,Pot-au-feu,,-,Epicerie,
Potatoes,Potatoes,,-,Fruits_et_légumes,
Potée auvergnate,Potée auvergnate,,-,Epicerie,
Potimarron en cubes,Potimarron,en cubes,-,Fruits_et_légumes,
Potimarron,Potimarron,,-,Fruits_et_légumes,
Potiron,Potiron,,-,Fruits_et_légumes,
Potiron,Potiron,,-,Fruits_et_légumes,
Potiron,Potiron,,-,Fruits_et_légumes,
Poudre à lever,Poudre à lever,,-,Epicerie,
Poudre maltée cacaotée,Poudre maltée,cacaotée,-,Epicerie,
Poule,Poule,,-,Viandes_Poissons,
Poule cuisse,Poule,cuisse,-,Viandes_Poissons,
Poulet filet,Poulet,filet,-,Viandes_Poissons,
Poulet aiguillette,Poulet,aiguillette,-,Viandes_Poissons,
Poulet manchons marinés,Poulet,manchons marinés,-,Viandes_Poissons,
Poulet suprême,Poulet,suprême,-,Viandes_Poissons,
Poulet blanc,Poulet,blanc,-,Viandes_Poissons,
Poulet poitrine,Poulet,poitrine,-,Viandes_Poissons,
Poulet,Poulet,,-,Viandes_Poissons,
Poulet aile,Poulet,aile,-,Viandes_Poissons,
Poulet manchons marinés et rôtis,Poulet,manchons marinés et rôtis,-,Viandes_Poissons,
Poulet éviscéré sans abats,Poulet,éviscéré sans abats,-,Viandes_Poissons,
Poulet fermier,Poulet,fermier,-,Viandes_Poissons,
Poulet cuisses déjointées,Poulet,cuisses déjointées,-,Viandes_Poissons,
Poulet pilon,Poulet,pilon,-,Viandes_Poissons,
Poulet cuisse,Poulet,cuisse,-,Viandes_Poissons,
Poulet cuisse,Poulet,cuisse,-,Viandes_Poissons,
Poulet haut de cuisse,Poulet,haut de cuisse,-,Viandes_Poissons,
Poulet grillé tranché,Poulet,grillé tranché,-,Viandes_Poissons,
Poulet au curry et au lait de coco,Poulet au curry et au lait de coco,,-,Epicerie,
Poulet basquaise,Poulet basquaise,,-,Epicerie,
Pouligny Saint-Pierre,Pouligny Saint-Pierre,,-,BOF,
Poulpe,Poulpe,,-,Viandes_Poissons,
Pousse d'epinard,Pousse d'epinard,,-,Epicerie,
Pousse de betterave,Pousse de betterave,,-,Epicerie,
Pousse de soja,Pousse de soja,,-,Epicerie,
Pousse de soja,Pousse de soja,,-,Epicerie,
Pralin feuilletine,Pralin,feuilletine,-,Epicerie,
Pralin,Pralin,,-,Epicerie,
Pralin rose,Pralin,rose,-,Epicerie,
Préparation bavarois aux fruits rouges,Préparation bavarois,aux fruits rouges,-,BOF,
Préparation bavarois passion,Préparation bavarois,passion,-,BOF,
Préparation bavarois au citron,Préparation bavarois,au citron,-,BOF,
Préparation bavarois framboise,Préparation bavarois,framboise,-,BOF,
Préparation bavarois à la poire,Préparation bavarois,à la poire,-,BOF,
Préparation bavarois ananas,Préparation bavarois,ananas,-,BOF,
Préparation crème brulée,Préparation crème brulée,,-,BOF,
Préparation crème pâtissière à froid,Préparation crème pâtissière à froid,,-,BOF,
